s,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
22801,1.602219977,1.576957085,1.604588373,1.583667541,1.599456848,1.590377997,1.589193799,1.53945748,1.593930591,1.577746551,1.608140968,1.605377839,1.632219661,1.603009443,1.612483027,1.581693877,1.565115105,1.577746551,1.594325323,1.592746393,1.648008969,1.616430354,1.621167146,1.58643067,1.557220451,1.584062274,1.586035937,1.593535858,1.621167146,1.631430196
22901,1.569678101,1.605834933,1.560638893,1.585398463,1.629022466,1.581468373,1.612909096,1.59050758,1.592079617,1.571643147,1.591293599,1.585791472,1.627843439,1.570464119,1.566927038,1.542167469,1.599939797,1.607799978,1.603869888,1.587363508,1.577538282,1.558280839,1.604262897,1.609372014,1.602690861,1.574787219,1.565748011,1.615660159,1.610551041,1.546097559
23001,1.540158289,1.627418273,1.578505726,1.569505817,1.618027064,1.589070836,1.584766532,1.625070471,1.573810121,1.589853437,1.601983749,1.639939885,1.557375505,1.583983931,1.574592722,1.599635946,1.574984022,1.604722851,1.616461863,1.602375049,1.574201422,1.574984022,1.626635672,1.600809847,1.585549133,1.571071019,1.56246241,1.646983292,1.549549498,1.60394025
23101,1.605178823,1.581802433,1.585698498,1.599334726,1.591542596,1.5798544,1.615308593,1.569335024,1.576347942,1.56427014,1.557257223,1.582581646,1.603230791,1.592321809,1.580633613,1.60556843,1.609464495,1.619594264,1.58998417,1.58102322,1.623879936,1.599724332,1.611412528,1.608685282,1.603230791,1.602451578,1.572841483,1.598165906,1.583360859,1.52180303
23201,1.619208319,1.649466644,1.608734283,1.568001922,1.595156829,1.567226068,1.571493268,1.545114215,1.585070721,1.565286432,1.57110534,1.591665484,1.576924249,1.557527887,1.562183014,1.603303302,1.612225628,1.54433836,1.577312176,1.601363665,1.60640672,1.561795086,1.631234063,1.617268682,1.606794647,1.592829266,1.60912221,1.578088031,1.626966863,1.580415594
23301,1.621915785,1.614190537,1.630027295,1.558955015,1.628868508,1.591787318,1.587924694,1.579813184,1.587538432,1.553933604,1.597194992,1.615349324,1.63079982,1.597967516,1.606465289,1.551229767,1.564362688,1.571701674,1.584834595,1.58560712,1.580971971,1.632344869,1.605306502,1.570156624,1.608396601,1.58560712,1.595649942,1.585220857,1.59371863,1.619984473
23401,1.588831217,1.57652364,1.580369758,1.609600252,1.60036957,1.567677569,1.571908299,1.615369429,1.580754369,1.570369852,1.598061899,1.594600393,1.595754228,1.615369429,1.573446746,1.518062651,1.591908111,1.592292723,1.571523687,1.594600393,1.574600581,1.578062087,1.590369664,1.582677428,1.593061946,1.608061805,1.579215922,1.575754416,1.618061711,1.605369523
23501,1.554496307,1.569049364,1.616921263,1.630325395,1.558326058,1.565219612,1.599304404,1.58053862,1.581687545,1.629942419,1.549900604,1.572879116,1.628410519,1.604283082,1.60198523,1.586666223,1.631857295,1.584751347,1.549517629,1.599304404,1.613857461,1.572113165,1.608495809,1.557560108,1.621516965,1.604666057,1.619602089,1.552581431,1.593176801,1.575942917
23601,1.565833304,1.595578798,1.59748556,1.582994166,1.611595602,1.589477158,1.605493962,1.611595602,1.582612813,1.563926541,1.586426338,1.60511261,1.575748468,1.527316703,1.584138223,1.604731257,1.623036176,1.59290933,1.592146625,1.574223058,1.547528384,1.592146625,1.587189043,1.608926134,1.597104207,1.59748556,1.53608781,1.611595602,1.578417936,1.598248265
23701,1.564922843,1.584669503,1.610492059,1.580492325,1.590745399,1.553910282,1.595302321,1.574036686,1.587707451,1.578593608,1.633656411,1.577074634,1.58315053,1.610871803,1.581251812,1.614669238,1.575935404,1.585049247,1.604416164,1.621124877,1.595302321,1.60175796,1.577454377,1.580112582,1.596821294,1.599479499,1.562264639,1.564922843,1.544416695,1.585808734
23801,1.565154477,1.616582602,1.610910382,1.584818172,1.615826306,1.616582602,1.605238162,1.584818172,1.538684118,1.610154086,1.566288921,1.554566333,1.58330558,1.584061876,1.570448548,1.57196114,1.595406315,1.598431499,1.558347813,1.554188185,1.628305189,1.617338898,1.581036692,1.651750363,1.597675203,1.598053351,1.580658544,1.612044826,1.547381522,1.609775938
23901,1.606806414,1.584965596,1.564254475,1.53299951,1.574798318,1.569526396,1.575174884,1.622998745,1.587601556,1.557099724,1.582329635,1.55747629,1.572162357,1.59362661,1.603793887,1.574045186,1.564631041,1.58458903,1.591743781,1.624128442,1.557099724,1.604923585,1.572162357,1.605300151,1.587978122,1.594003176,1.577810845,1.566890436,1.596262571,1.611325204
24001,1.583236807,1.582486813,1.567861935,1.592986726,1.575736869,1.594486713,1.58886176,1.611736569,1.560736994,1.559612004,1.61886151,1.614361547,1.550237082,1.550237082,1.595611704,1.567486938,1.62486146,1.585861785,1.586611779,1.589986751,1.650361247,1.607986601,1.609861585,1.623736469,1.604986626,1.563736969,1.605361622,1.605736619,1.574611879,1.585861785
24101,1.620360222,1.524759342,1.59982097,1.593472474,1.595339679,1.561356554,1.599447529,1.596460002,1.578534837,1.568451931,1.586003655,1.598327206,1.592352151,1.598700647,1.622227426,1.573680105,1.566958168,1.55986279,1.578534837,1.581895805,1.563597199,1.600567852,1.564344081,1.55986279,1.603555379,1.564717522,1.571439459,1.585256774,1.586003655,1.571439459
24201,1.595813698,1.565689971,1.599532676,1.563086687,1.601020268,1.590607128,1.605483042,1.590607128,1.584656762,1.607714429,1.578334499,1.586888149,1.57982209,1.603995451,1.604739246,1.604367348,1.578334499,1.585400558,1.601392166,1.606226838,1.612549101,1.596557493,1.590607128,1.568293256,1.581681579,1.63523487,1.60585494,1.567177563,1.5954418,1.57982209
24301,1.594431978,1.646283425,1.60887631,1.621098436,1.587765364,1.60739484,1.57220993,1.572950665,1.579987647,1.599617123,1.584061689,1.591098671,1.635542768,1.607024472,1.599617123,1.594431978,1.594431978,1.632579828,1.601839328,1.604802267,1.574432134,1.573321032,1.582580219,1.602580063,1.600728225,1.607024472,1.64109828,1.591098671,1.634061298,1.592580141
24401,1.591586185,1.590479636,1.60634017,1.588266538,1.597856629,1.5760945,1.611504065,1.573512553,1.569824056,1.59711893,1.618512209,1.580520696,1.609659817,1.601913975,1.563553613,1.603389373,1.587897689,1.575356801,1.604864772,1.558389718,1.567610959,1.556914319,1.601176276,1.609659817,1.590848486,1.564660161,1.584209192,1.583471493,1.588266538,1.58679114
24501,1.602355357,1.608600208,1.621457255,1.579580017,1.568927036,1.607130831,1.537335435,1.608600208,1.611538962,1.567090315,1.55349858,1.586192213,1.615947092,1.572600478,1.618885845,1.555335301,1.620355222,1.60529411,1.617416469,1.609702241,1.574069854,1.608967552,1.597212538,1.58509018,1.565253594,1.603457389,1.568927036,1.570029068,1.59647785,1.645701971
24601,1.568769009,1.596207833,1.624012508,1.598037088,1.620719849,1.603890704,1.607183362,1.588524962,1.603524853,1.559622735,1.594744429,1.589256664,1.541330186,1.573525072,1.553403268,1.613036978,1.609378468,1.615963786,1.595476131,1.577549433,1.566208053,1.571329966,1.550842311,1.637183143,1.574256774,1.617793041,1.549744758,1.558159331,1.627671017,1.625110061
24701,1.57444218,1.6032274,1.606506728,1.644401194,1.577357139,1.583915797,1.559503016,1.574077811,1.565697304,1.610150427,1.564968564,1.582458317,1.573349071,1.613429756,1.581729578,1.598490591,1.607235468,1.578814619,1.592660674,1.60213429,1.591203194,1.599948071,1.626911441,1.559867386,1.578450249,1.639300016,1.609057318,1.599948071,1.597397482,1.542377632
24801,1.578255099,1.58442441,1.602569445,1.589867921,1.603295246,1.572811588,1.630149897,1.585876013,1.567005177,1.610916161,1.57353739,1.560835865,1.583335708,1.629061195,1.576077694,1.575351893,1.564464872,1.59494853,1.593859828,1.577892198,1.58406151,1.606561352,1.563739071,1.599666239,1.596763034,1.598577537,1.577529297,1.586964715,1.597851736,1.586238914
24901,1.612037187,1.592519248,1.583483165,1.573724196,1.560712236,1.581675949,1.583844609,1.586374712,1.590350588,1.648542962,1.609507084,1.5545677,1.580230175,1.611314301,1.632639456,1.565411,1.591796362,1.563603783,1.596133681,1.587097598,1.626133477,1.605531208,1.584206052,1.55023038,1.600832444,1.612760074,1.574808526,1.590712032,1.563603783,1.567579659
25001,1.589749402,1.557709616,1.602709316,1.587949414,1.582189452,1.589029407,1.623589176,1.553029647,1.576069493,1.582189452,1.614589236,1.5901094,1.582189452,1.595149366,1.597669349,1.634029107,1.576429491,1.566349558,1.602349318,1.616749222,1.573189512,1.577869481,1.612429251,1.555189632,1.621069193,1.597309352,1.616749222,1.543669709,1.575349498,1.577149486
25101,1.570149145,1.598475654,1.568714892,1.575527597,1.595607147,1.55903368,1.607439739,1.625726473,1.613893881,1.617120951,1.616045261,1.590228696,1.607798303,1.613176754,1.600985598,1.580547484,1.606364049,1.579471794,1.598475654,1.601702725,1.631104924,1.584133118,1.60959112,1.591304386,1.577320414,1.582340301,1.581264611,1.588794442,1.579471794,1.589511569
25201,1.570347173,1.554632987,1.591061327,1.571418595,1.601775545,1.606775513,1.570347173,1.635703901,1.610704059,1.596418436,1.572132876,1.563204361,1.606418372,1.564275783,1.571061454,1.549275878,1.583561375,1.584989937,1.573204297,1.562132939,1.58106139,1.581418531,1.617489731,1.592489889,1.631418214,1.581775672,1.580347109,1.584989937,1.578204266,1.602132685
25301,1.634930588,1.596156124,1.551689996,1.597223311,1.600069144,1.628527465,1.564496241,1.619989969,1.56876499,1.613231117,1.640266523,1.606116537,1.593666021,1.589753002,1.57587957,1.610741014,1.590108731,1.601136331,1.614298304,1.603270705,1.569120719,1.602203518,1.577658215,1.61607695,1.580148318,1.585839983,1.602914976,1.562006138,1.596511853,1.605760808
25401,1.553022121,1.552313464,1.610069021,1.573927507,1.631328735,1.618927235,1.588454978,1.582785721,1.602628121,1.56081735,1.585974678,1.557628393,1.623533507,1.59554155,1.598730507,1.586329007,1.605817078,1.574281835,1.598730507,1.551250478,1.623179178,1.601919464,1.556919735,1.581722735,1.56577795,1.554793764,1.589872292,1.60298245,1.581014078,1.57321885
25501,1.646460903,1.596343551,1.580814231,1.589637708,1.597402369,1.594931795,1.599520003,1.583990683,1.56140258,1.611872872,1.593872978,1.626696314,1.597755308,1.566696667,1.579049535,1.555049676,1.586461256,1.594225917,1.563873154,1.621049288,1.581520109,1.588225952,1.607990542,1.595637673,1.592461221,1.558932007,1.580108353,1.572343692,1.595284734,1.609755237
25601,1.610850146,1.604170497,1.576045658,1.595733046,1.573936295,1.576045658,1.592217441,1.553194227,1.592569001,1.6059283,1.582725308,1.543702094,1.59186588,1.582022187,1.574639416,1.602412695,1.614717312,1.585889352,1.592920562,1.608037663,1.567608207,1.602764255,1.596787727,1.617529796,1.546514578,1.610147026,1.591162759,1.612256388,1.563389481,1.600303332
25701,1.57341535,1.577617661,1.579718816,1.603181721,1.606333454,1.598629217,1.577967853,1.60178095,1.571314194,1.60983538,1.531392238,1.562909572,1.582170165,1.576917276,1.578318046,1.564310342,1.586722668,1.58287055,1.583220742,1.580069009,1.603531913,1.606333454,1.601430758,1.600029987,1.58427132,1.604932684,1.548551675,1.567462075,1.577267468,1.594076713
25801,1.579875148,1.613363339,1.612316833,1.615456351,1.570107759,1.579875148,1.608479644,1.554061335,1.611967997,1.585456513,1.588596031,1.613363339,1.573944948,1.608130809,1.588596031,1.564526394,1.640572493,1.612316833,1.619642374,1.592782055,1.634293458,1.614061009,1.563479888,1.557200853,1.586154184,1.588596031,1.566270571,1.534875392,1.553363664,1.586154184
25901,1.593929814,1.571690549,1.601922049,1.589412463,1.583505158,1.62277136,1.610956751,1.606786889,1.649180487,1.592192371,1.563350824,1.580377761,1.606786889,1.627288711,1.585937578,1.594624791,1.595667256,1.611304239,1.587327532,1.582462693,1.617559032,1.567520686,1.626246245,1.576207899,1.575165434,1.614431636,1.588022509,1.584547624,1.5550111,1.595667256
26001,1.615145564,1.582607269,1.591261071,1.597145656,1.632107015,1.606837914,1.613068651,1.5961072,1.608914826,1.632107015,1.608914826,1.587107246,1.607184066,1.578453444,1.571876555,1.595414896,1.590914919,1.583299573,1.590222615,1.57776114,1.565299665,1.629683951,1.605107154,1.546607454,1.600607177,1.599914873,1.609260978,1.585722638,1.584684181,1.584338029
26101,1.607233374,1.612750588,1.555509494,1.576199046,1.567578399,1.618267802,1.576888698,1.578268001,1.624474668,1.607923026,1.577923175,1.593440339,1.582750738,1.579992131,1.598957553,1.563785315,1.604129941,1.593785165,1.581026608,1.553440539,1.576543872,1.595164469,1.608267852,1.617922976,1.583785215,1.540337156,1.629647056,1.587923126,1.571026658,1.610336807
26201,1.58461066,1.607282306,1.5684657,1.585641189,1.593541914,1.557129877,1.5684657,1.575679405,1.580145033,1.593541914,1.626175344,1.599725091,1.573961856,1.58392364,1.574305366,1.562282524,1.575335896,1.590106817,1.599725091,1.641289775,1.61724409,1.554725308,1.612778463,1.572931327,1.615870051,1.553351269,1.588389268,1.553694779,1.640602756,1.577396954
26301,1.595695939,1.584061013,1.562159975,1.560106753,1.615543755,1.623756644,1.591247291,1.630942922,1.606646458,1.576874735,1.592616106,1.57824355,1.600828995,1.589194069,1.567977438,1.579612365,1.615543755,1.589194069,1.61691257,1.587140846,1.574137105,1.594327124,1.572083883,1.550867252,1.576190327,1.575163716,1.586798643,1.592616106,1.538547918,1.566608623
26401,1.596129109,1.580788269,1.582492807,1.60703815,1.608742688,1.567833783,1.613856301,1.573970119,1.602265444,1.596470016,1.579424639,1.621015359,1.572265581,1.562379262,1.552833851,1.592038218,1.575674656,1.563061077,1.594765479,1.613174486,1.611129041,1.572947396,1.595447294,1.570901951,1.552152036,1.577720102,1.590674588,1.598515462,1.572606488,1.560333817
26501,1.568710075,1.572445908,1.593162798,1.623728701,1.606408022,1.568370454,1.581615679,1.619313626,1.57312515,1.621011732,1.60267219,1.616936278,1.616257036,1.581276058,1.58806848,1.585351511,1.588747723,1.575502498,1.60267219,1.608445749,1.622370216,1.580257194,1.600294842,1.594521282,1.579238331,1.59384204,1.572785529,1.554445987,1.568030833,1.581615679
26601,1.556722691,1.612211176,1.617963031,1.559091102,1.5925872,1.579730112,1.60409091,1.537437059,1.603075877,1.57803839,1.590895478,1.609166076,1.617286343,1.611534487,1.573639912,1.576685012,1.615594621,1.556722691,1.596647333,1.611534487,1.576685012,1.598339055,1.575669979,1.586158656,1.625068264,1.580068456,1.606797666,1.567888057,1.573301568,1.557061035
26701,1.561004805,1.601116999,1.573813741,1.63920673,1.591004681,1.586622677,1.617296708,1.614937167,1.603139463,1.598083304,1.605161927,1.643251657,1.590330527,1.632128108,1.60347654,1.600442845,1.61460009,1.608195622,1.610555163,1.593027145,1.605836081,1.599431613,1.593364222,1.603813617,1.626060717,1.617296708,1.562353114,1.594375454,1.59606084,1.598757459
26801,1.58406086,1.565590784,1.622344289,1.608911507,1.619321913,1.579695205,1.588090694,1.53032973,1.57633701,1.575329551,1.583053401,1.599508559,1.584396679,1.588426514,1.610590605,1.601523477,1.611933883,1.588090694,1.588090694,1.608239868,1.593127988,1.604210033,1.605889131,1.599844379,1.594807086,1.586075777,1.584732499,1.585739957,1.607568229,1.630739778
26901,1.554417821,1.582187231,1.612298639,1.568804383,1.602930646,1.565124099,1.617317208,1.627019772,1.608618356,1.589213226,1.597242935,1.614975209,1.59021694,1.571480952,1.584863801,1.604938073,1.621666633,1.6069455,1.617651779,1.62066292,1.564454957,1.605272644,1.644082904,1.590886082,1.566462384,1.57081181,1.564789528,1.547726397,1.615978923,1.593897223
27001,1.591994104,1.625327314,1.603327395,1.59932741,1.588994115,1.591994104,1.593994097,1.59132744,1.627660638,1.588327451,1.602660731,1.578327488,1.588327451,1.594327429,1.576327495,1.606660716,1.601994067,1.593660764,1.57066085,1.580994145,1.563994208,1.568994189,1.573994171,1.577327492,1.563660876,1.612327362,1.600327406,1.587660787,1.584660798,1.587327455
27101,1.621986834,1.586784008,1.608038545,1.599735991,1.601396502,1.626636264,1.597079174,1.570511003,1.618001609,1.595086561,1.579809863,1.598739685,1.584127191,1.619994222,1.584127191,1.569846799,1.58246668,1.575492535,1.580474067,1.601728604,1.605049625,1.586119804,1.580141965,1.616008996,1.551581182,1.612687975,1.585455599,1.619330017,1.579477761,1.597743378
27201,1.570362259,1.626612066,1.59517835,1.569038734,1.557457891,1.580288695,1.61139153,1.616354748,1.568376971,1.575987239,1.572347546,1.609075361,1.591869538,1.574663715,1.625950303,1.612384173,1.570031378,1.566391684,1.567715209,1.622972372,1.613376817,1.639847314,1.590215132,1.587898963,1.627935591,1.625950303,1.607090074,1.619332679,1.614369461,1.595509231
27301,1.60680789,1.588016743,1.597577151,1.624610029,1.568236588,1.60680789,1.59362112,1.572851958,1.603181528,1.609445244,1.574500304,1.562961881,1.582082697,1.583731043,1.608126567,1.597247482,1.562302542,1.582412366,1.586698066,1.604500205,1.596588143,1.633181429,1.590983766,1.560654196,1.575818981,1.58933542,1.57186295,1.578456335,1.566917911,1.576807989
27401,1.581235875,1.559228645,1.612111689,1.592075256,1.587805197,1.594046053,1.610469359,1.588133663,1.605870833,1.602914638,1.606527765,1.620980274,1.595031451,1.624593402,1.5858344,1.563498704,1.563170238,1.610140893,1.597002248,1.593060655,1.57992201,1.581564341,1.570396493,1.576308883,1.594702985,1.61966641,1.607184698,1.592732189,1.565797967,1.614410952
27501,1.569922516,1.601340602,1.603958776,1.567304342,1.610831482,1.617704189,1.587267918,1.593158809,1.574831592,1.592176994,1.587595189,1.594140624,1.591195178,1.60657695,1.586940646,1.608213309,1.552577114,1.578104309,1.621304178,1.559122548,1.561086179,1.621304178,1.627522341,1.587267918,1.581704298,1.60854058,1.567304342,1.586286102,1.570249787,1.6141042
27601,1.580212811,1.611843154,1.562604167,1.570430231,1.575973693,1.588038875,1.583147585,1.611517068,1.580864983,1.577604123,1.582169327,1.593582338,1.590321477,1.639886551,1.587386703,1.610212724,1.582169327,1.591299736,1.610212724,1.614777928,1.582169327,1.604343176,1.605321434,1.571734575,1.576299779,1.587386703,1.577278037,1.566517199,1.567821543,1.560973736
27701,1.536818851,1.587179723,1.572883733,1.620320425,1.601150803,1.560862106,1.588479358,1.601475712,1.572883733,1.59075372,1.583930634,1.6303926,1.614147157,1.581981181,1.612847522,1.585880087,1.594977535,1.585880087,1.618046063,1.628118238,1.570609372,1.604399892,1.615446793,1.59920135,1.57385846,1.584255543,1.574833187,1.555338656,1.581331363,1.594652626
27801,1.578556987,1.536794507,1.561075019,1.571434704,1.576290806,1.561075019,1.591182853,1.612225963,1.569492263,1.582441869,1.592801554,1.591830333,1.557513877,1.570139743,1.581146908,1.568197302,1.58535553,1.614815884,1.586650491,1.577262027,1.611578483,1.603484979,1.588269192,1.565607381,1.565607381,1.635858994,1.58470805,1.555895176,1.591182853,1.58406057
27901,1.577092817,1.580318616,1.582576675,1.61128628,1.620963675,1.599673406,1.589028271,1.624834633,1.621608835,1.59128633,1.61160886,1.599350826,1.583544414,1.555157389,1.614512078,1.584834734,1.605479843,1.59128633,1.618705616,1.57193154,1.615479818,1.573221859,1.602576624,1.583221834,1.597092767,1.601608885,1.598383087,1.59096375,1.573867019,1.573221859
28001,1.590424785,1.562781994,1.617746148,1.5721034,1.61163902,1.615817582,1.590424785,1.568246266,1.585924796,1.596853341,1.60424618,1.557639149,1.584639084,1.600389047,1.614210442,1.577246245,1.587531935,1.5778891,1.601674758,1.593639063,1.621603282,1.568567694,1.584960512,1.59556763,1.561174854,1.581746234,1.579817667,1.609389025,1.590746213,1.602317614
28101,1.578359432,1.581562272,1.624800609,1.587327383,1.581882556,1.581882556,1.592131643,1.561704665,1.552096146,1.593733063,1.569711765,1.610067546,1.563306085,1.576758012,1.581241988,1.606544422,1.620636917,1.584124544,1.578359432,1.579320284,1.550494726,1.591811359,1.591491075,1.608466126,1.542487627,1.600459026,1.573875456,1.601740162,1.579640568,1.616152941
28201,1.614890181,1.524252076,1.572124315,1.592230655,1.622230591,1.573720056,1.554890309,1.589677469,1.589358321,1.596060434,1.592868951,1.595422138,1.565103053,1.58584769,1.614890181,1.576273242,1.581060466,1.567656239,1.545315861,1.610102957,1.59127321,1.619358257,1.5931881,1.611698699,1.600847658,1.601166806,1.609464661,1.573400908,1.590954062,1.607549771
28301,1.569431487,1.582152309,1.590420844,1.587558659,1.600279481,1.588830741,1.546215985,1.573565754,1.586604597,1.601869584,1.596781255,1.562435034,1.579926165,1.564979199,1.57133961,1.582152309,1.584060432,1.569749507,1.579608145,1.573565754,1.603459687,1.598689378,1.613318324,1.547806088,1.602505625,1.569749507,1.612682283,1.578972103,1.593601049,1.59964344
28401,1.595912496,1.628236379,1.576898447,1.565490018,1.567708324,1.571828034,1.545208366,1.581335059,1.600982909,1.632989891,1.570560431,1.614926545,1.599081504,1.563588613,1.578799852,1.592109686,1.544891465,1.589257579,1.604468818,1.594327992,1.586405472,1.570560431,1.606053322,1.590842083,1.565173117,1.560419605,1.579750555,1.57816605,1.616194148,1.576898447
28501,1.5931551,1.577365654,1.588418266,1.610839279,1.597891934,1.58431301,1.611155068,1.593470889,1.595049833,1.631365559,1.602312978,1.589365633,1.599470878,1.594418255,1.558734108,1.583049854,1.599470878,1.602944556,1.564734097,1.600418245,1.592839311,1.583049854,1.583049854,1.567260408,1.574839342,1.586207744,1.574839342,1.61936558,1.543260451,1.579576176
28601,1.598284105,1.570591843,1.598913475,1.579403017,1.647374934,1.592305094,1.617165194,1.576885539,1.592619779,1.561465984,1.593563833,1.569647789,1.583808605,1.583179235,1.604263117,1.600801584,1.588843561,1.550137331,1.5756268,1.584437974,1.579403017,1.589158246,1.585696713,1.565871571,1.600486899,1.563668777,1.621256096,1.573424006,1.615277085,1.596395997
28701,1.554457583,1.580485419,1.565119588,1.615920905,1.592401777,1.550067346,1.590520247,1.587384363,1.573900063,1.579858242,1.627523675,1.606826842,1.59961431,1.579231065,1.593969719,1.575781593,1.575468005,1.547558639,1.587384363,1.582366949,1.634422619,1.56668753,1.615607317,1.610589903,1.589265893,1.598359956,1.580485419,1.612471433,1.565433177,1.644143859
28801,1.594997785,1.608747766,1.606247769,1.618435252,1.575622812,1.597810281,1.563435329,1.592185289,1.588122794,1.574372813,1.60531027,1.586247797,1.61249776,1.593122787,1.570310319,1.577810309,1.572497816,1.60593527,1.594060286,1.596247783,1.568435322,1.593747787,1.622810246,1.57718531,1.575935311,1.643122718,1.60593527,1.630310236,1.585622798,1.570310319
28901,1.600690011,1.594150227,1.603804194,1.572350946,1.548994575,1.558337123,1.587921861,1.577022221,1.601312847,1.580136404,1.619375108,1.607541213,1.604738448,1.558025705,1.624980637,1.578579312,1.575465129,1.607541213,1.595084482,1.604115612,1.633077513,1.591347462,1.61532667,1.565811162,1.572973783,1.589478952,1.573908038,1.597887246,1.562074143,1.632143258
29001,1.60417057,1.61875676,1.588343002,1.564446478,1.604480914,1.5632051,1.594239547,1.578101634,1.590825758,1.569722334,1.58679128,1.588653346,1.588653346,1.602308503,1.58958438,1.581205079,1.575618879,1.606342981,1.5659982,1.581515424,1.578101634,1.565687856,1.600756781,1.607274015,1.584929213,1.584618868,1.573446467,1.595480925,1.572515434,1.579963701
29101,1.581647854,1.558142724,1.540513876,1.594946809,1.585049912,1.59958598,1.625874613,1.600823092,1.613194213,1.588451971,1.593400419,1.633297285,1.570823123,1.623400388,1.574225181,1.587524137,1.567730343,1.616286994,1.606699375,1.652472523,1.584122078,1.619689052,1.590307639,1.597111756,1.591854029,1.61999833,1.590616917,1.587214859,1.569895289,1.568658177
29201,1.568834184,1.560512274,1.545717767,1.603662919,1.591334163,1.626162899,1.623697147,1.581779377,1.593183477,1.598731417,1.621231396,1.570991716,1.605512232,1.582087596,1.580546502,1.595341009,1.596882103,1.583012253,1.577772532,1.611984829,1.613834143,1.58948485,1.562669806,1.60612867,1.609210859,1.58671088,1.563594463,1.544484891,1.605512232,1.571608154
